Group,Condition,ResponseId,prop_yes_False,prop_yes_True,discernment
Belief,Human-FC,R_6cAhHmyfGLglghv,0.1,0.95,0.85
Belief,Human-FC,R_6f9MzVT3Rl0tjbP,0.05,1.0,0.95
Belief,Human-FC,R_6gSqXSjFuVzntAD,0.9,0.75,-0.15000000000000002
Belief,Human-FC,R_6hszJZGq5UCNVHr,0.0,0.9,0.9
Belief,Human-FC,R_6jqUbDrprOF8eh5,0.0,1.0,1.0
Belief,Human-FC,R_6lFwDcrX6mla8X1,0.9,0.9,0.0
Belief,Human-FC,R_6nlX6NBxblFEAJr,0.0,1.0,1.0
Belief,Human-FC,R_6o2P4SlzYajwUBX,0.1,0.8,0.7000000000000001
Belief,Human-FC,R_6o2dPTY9qlOljHB,0.95,0.95,0.0
Belief,Human-FC,R_6oEA3BY8R7VMXHv,0.6,0.6,0.0
Belief,Human-FC,R_6pLnxdt8ogqLsZz,0.2,0.95,0.75
Belief,Human-FC,R_6pawtXjRzV8u8wr,0.0,1.0,1.0
Belief,Human-FC,R_6qU4v2yeOQIn25X,0.0,1.0,1.0
Belief,Human-FC,R_6uBLk61lqrL8KyZ,0.0,0.85,0.85
Belief,Human-FC,R_6xQTDV8j52hjSW0,0.9,1.0,0.09999999999999998
Belief,Human-FC,R_6xeSTjrDkjil4wp,0.0,1.0,1.0
Belief,Human-FC,R_75XeN9SA47j2Y13,0.75,0.65,-0.09999999999999998
Belief,Human-FC,R_77OOt5DLgMDqHMm,0.0,0.85,0.85
Belief,Human-FC,R_77agNKP9O2nXuJe,0.0,0.8,0.8
Belief,Human-FC,R_77kuYjBoYC6a68F,0.05,0.55,0.5
Belief,Human-FC,R_77tVtVB6GPek6RP,0.6,0.65,0.050000000000000044
Belief,Human-FC,R_7AKgMcz4DXpdW5l,0.1,0.75,0.65
Belief,Human-FC,R_7BwBmhC7HZcb9ir,0.05,0.9,0.85
Belief,Human-FC,R_7CHNVkeWP8jLrNP,0.3,0.6,0.3
Belief,Human-FC,R_7D0FNixCQVtODEu,0.0,0.8,0.8
Belief,Human-FC,R_7DSche39bI8brln,1.0,1.0,0.0
Belief,Human-FC,R_7DVf3lJPJmuLppI,0.0,1.0,1.0
Belief,Human-FC,R_7EZi5LXMRsu0kb0,0.0,0.7,0.7
Belief,Human-FC,R_7Ea8O8nW6caw3ha,0.0,1.0,1.0
Belief,Human-FC,R_7EiKOwgK5KFQFVj,1.0,1.0,0.0
Belief,Human-FC,R_7HHLJM91OK6mZrj,0.05,0.95,0.8999999999999999
Belief,Human-FC,R_7HRiB4HuZlefESw,0.0,1.0,1.0
Belief,Human-FC,R_7HiX0OA7j18bWdI,0.1,0.95,0.85
Belief,Human-FC,R_7JK5EfswWvqQH3N,1.0,1.0,0.0
Belief,Human-FC,R_7MkcmaGH7K1kMZb,0.0,1.0,1.0
Belief,Human-FC,R_7MlCT26qcBrDJBF,1.0,1.0,0.0
Belief,Human-FC,R_7MlKhcvjOfDOwP2,0.65,0.75,0.09999999999999998
Belief,Human-FC,R_7NvztI14grAbEhX,0.7,0.95,0.25
Belief,Human-FC,R_7NwfmPqlvzPM3AK,0.0,0.95,0.95
Belief,Human-FC,R_7OlTFsa1Eg0qzCq,0.35,0.75,0.4
Belief,Human-FC,R_7PibGxwGWrXUR6F,0.0,1.0,1.0
Belief,Human-FC,R_7RyZxZAWe93Lr9y,0.0,0.95,0.95
Belief,Human-FC,R_7SpevNiLspUexrZ,0.0,0.85,0.85
Belief,Human-FC,R_7TNqDjiNIC0kHds,0.65,0.45,-0.2
Belief,Human-FC,R_7WTgYWdIdIDLvnD,0.0,0.9,0.9
Belief,Human-FC,R_7Xj3aSsTiTprBNL,0.05,1.0,0.95
Belief,Human-FC,R_7aCWBN6MMSnKHoo,0.0,0.95,0.95
Belief,Human-FC,R_7dBaiP4xkBsK3ij,0.0,0.85,0.85
Belief,Human-FC,R_7dL6g0R4bIT1U9m,0.35,0.85,0.5
Belief,Human-FC,R_7dMKXlGPkkVMIkI,0.0,1.0,1.0
Belief,Human-FC,R_7ehlwJwuHYJEj3U,1.0,1.0,0.0
Belief,Human-FC,R_7feYSReGpAsiwHY,0.55,0.75,0.19999999999999996
Belief,Human-FC,R_7hYA4MrEDy3phGG,1.0,1.0,0.0
Belief,Human-FC,R_7jHXuCBRJkzGQxE,0.75,1.0,0.25
Belief,Human-FC,R_7jKGW7fCYI3qrlv,1.0,1.0,0.0
Belief,Human-FC,R_7jKdv3rOpxJa8qr,0.15,0.45,0.30000000000000004
Belief,Human-FC,R_7kHREwTGT3VVsCx,0.0,1.0,1.0
Belief,Human-FC,R_7lz46urtAPANAlB,1.0,1.0,0.0
Belief,Human-FC,R_7mQnaOZSCVBYY1N,0.0,1.0,1.0
Belief,Human-FC,R_7mlcE7npRRIVFZ8,0.95,1.0,0.050000000000000044
Belief,Human-FC,R_7ndYBfRPT9NMfQ6,0.05,0.8,0.75
Belief,Human-FC,R_7oSYUycYWcKO35h,0.0,0.95,0.95
Belief,Human-FC,R_7oiJOtP7sY7jhGV,0.1,0.75,0.65
Belief,Human-FC,R_7ovhqGGs5rOgEf2,0.0,0.65,0.65
Belief,Human-FC,R_7pmPxFhtbidYexG,1.0,1.0,0.0
Belief,Human-FC,R_7qwHk8k2bwCASYy,0.0,1.0,1.0
Belief,Human-FC,R_7rBKjH4CNM1Vg4Z,0.0,1.0,1.0
Belief,Human-FC,R_7vK15aPTznhRulH,0.05,0.95,0.8999999999999999
Belief,Human-FC,R_7zVDHnUOIDpNFnz,0.45,0.8,0.35000000000000003
Belief,Human-FC,R_7zzQrNxgaWK0nDM,0.0,0.95,0.95
Belief,Human-FC,R_8BrISNQNUGD3Ilz,0.0,1.0,1.0
Belief,Human-FC,R_8DYWsG1pc2ups6J,0.0,1.0,1.0
Belief,Human-FC,R_8IRvUni6y7p50wt,0.1,0.65,0.55
Belief,Human-FC,R_8JdL5GEkoLe56eJ,0.0,1.0,1.0
Belief,Human-FC,R_8zOLq9WP6MsaHca,0.0,0.85,0.85
Belief,Optional,R_0Hrx74YI9V7oyxH,1.0,1.0,0.0
Belief,Optional,R_0ceMY7BosF4yFEt,0.15,0.85,0.7
Belief,Optional,R_0p23xuWK8kfIOI1,0.8,0.9,0.09999999999999998
Belief,Optional,R_0vLoFjkLH0gaAsV,0.15,0.75,0.6
Belief,Optional,R_10pi4sTY23HIz4P,0.0,0.8,0.8
Belief,Optional,R_10u9xVH0Egx6755,0.0,0.8,0.8
Belief,Optional,R_125Zkk4hc65bqQR,0.1,0.9,0.8
Belief,Optional,R_1CBIBuAje6hZpOK,0.0,0.25,0.25
Belief,Optional,R_1Ca7fGwfppPm8Cm,0.4,0.75,0.35
Belief,Optional,R_1CvBpl1mMIgRe4m,0.05,0.65,0.6
Belief,Optional,R_1Dw350aE0wDstGV,0.4,0.5,0.09999999999999998
Belief,Optional,R_1E4KseAVFnrtiTL,0.05,0.95,0.8999999999999999
Belief,Optional,R_1E4NUVuXGs92kjs,0.05,0.45,0.4
Belief,Optional,R_1FL3s3C52glwreE,0.4,0.55,0.15000000000000002
Belief,Optional,R_1Fks3fj8fpk2xRu,0.05,0.3,0.25
Belief,Optional,R_1GBt8nuywr6Il2y,0.15,0.75,0.6
Belief,Optional,R_1Id4GumjlIAeWAb,0.0,0.85,0.85
Belief,Optional,R_1IgsYdZYdIhNiC0,0.25,0.4,0.15000000000000002
Belief,Optional,R_1JX98KzaPOa9SOF,0.45,0.7,0.24999999999999994
Belief,Optional,R_1K2Yv17rl4Ictuh,0.05,0.4,0.35000000000000003
Belief,Optional,R_1Kx6nxwJ1l7TVNG,0.35,0.15,-0.19999999999999998
Belief,Optional,R_1LHzJNBhIKuuKmo,0.15,0.8,0.65
Belief,Optional,R_1MSMFB5CA5Ce8mF,0.25,0.75,0.5
Belief,Optional,R_1OJnKIkCO2a23yf,0.0,0.55,0.55
Belief,Optional,R_1OVKBshRci7iKrf,0.0,0.75,0.75
Belief,Optional,R_1Olwl9jIwHz9cNt,1.0,1.0,0.0
Belief,Optional,R_1P0nPSMB4dPX21J,0.1,0.5,0.4
Belief,Optional,R_1PbflGIUqIOkMW4,0.0,0.35,0.35
Belief,Optional,R_1QH2eXidar11uxO,0.8,0.8,0.0
Belief,Optional,R_1QxXnS15WKcsPWu,0.9,1.0,0.09999999999999998
Belief,Optional,R_1cS7qk4P3kMREqq,0.0,0.65,0.65
Belief,Optional,R_1dizzCypvSOxudP,0.1,0.55,0.45000000000000007
Belief,Optional,R_1dv1fW3DCTt6blV,0.0,0.75,0.75
Belief,Optional,R_1esHHNIz4M2mhKx,0.0,0.55,0.55
Belief,Optional,R_1exxCK75K38Vc7u,0.0,0.75,0.75
Belief,Optional,R_1f6NoQw58pSbXfo,0.05,0.95,0.8999999999999999
Belief,Optional,R_1g1mwobRwywJk1Z,0.2,0.7,0.49999999999999994
Belief,Optional,R_1gpvYtprtdDpZ4g,0.3,0.8,0.5
Belief,Optional,R_1hHkFpTUo103KLI,0.95,1.0,0.050000000000000044
Belief,Optional,R_1hN2Le9gMwU1RPS,0.0,0.25,0.25
Belief,Optional,R_1j8sjmYEAX7qtwu,0.0,0.55,0.55
Belief,Optional,R_1jK57tJiqWEQn6m,0.05,0.65,0.6
Belief,Optional,R_1ja1IgPAA1HHZhn,0.0,0.35,0.35
Belief,Optional,R_1kId3MeJak1wnrZ,0.05,0.55,0.5
Belief,Optional,R_1kU3WukdCPi95Pn,1.0,1.0,0.0
Belief,Optional,R_1kZen3pb0LfZMGf,0.0,0.75,0.75
Belief,Optional,R_1l49mYfWzKaNsA0,0.05,0.6,0.5499999999999999
Belief,Optional,R_1lxWm4jEaLNREwX,0.05,0.6,0.5499999999999999
Belief,Optional,R_1mIQAeLuenPj9oZ,0.1,0.65,0.55
Belief,Optional,R_1mLBAKc7p9iSqqV,0.8,0.6,-0.20000000000000007
Belief,Optional,R_1mgvIVpvc647Jk4,0.0,0.25,0.25
Belief,Optional,R_1n6CxllQaKIozvn,0.05,0.7,0.6499999999999999
Belief,Optional,R_1o6z5RDkWLBn3yq,0.85,0.65,-0.19999999999999996
Belief,Optional,R_1oBXK5NyraJSkVD,0.1,0.65,0.55
Belief,Optional,R_1pESSMpxtYgMFVm,0.85,0.95,0.09999999999999998
Belief,Optional,R_1pGKwZrayHtqHXW,0.9,0.8,-0.09999999999999998
Belief,Optional,R_1pWCCUL1VStPV0Y,0.1,0.5,0.4
Belief,Optional,R_1pzZIydf6TbhmU7,1.0,1.0,0.0
Belief,Optional,R_1q7IoZFtg9aVtvi,0.05,0.8,0.75
Belief,Optional,R_1qfjJIuh11jWXMU,0.6,0.6,0.0
Belief,Optional,R_1r1xzgHOMYN33Cc,0.15,0.05,-0.09999999999999999
Belief,Optional,R_1rOobqEZjcSGGQe,1.0,1.0,0.0
Belief,Optional,R_1reQfT0xLikq0Nr,1.0,1.0,0.0
Belief,Optional,R_1ruhr1eff0JPhin,0.1,0.5,0.4
Belief,Optional,R_21ziIji9eWs5Mql,0.1,0.85,0.75
Belief,Optional,R_22J3RZPmBmAjJeN,0.15,0.75,0.6
Belief,Optional,R_23dj3VKXQfPQZGW,0.5,0.45,-0.04999999999999999
Belief,Optional,R_24c3shBC6jxK1bj,0.05,0.7,0.6499999999999999
Belief,Optional,R_25F76HqwA67K92C,0.0,0.6,0.6
Belief,Optional,R_26akkx92lJZdMDm,0.0,0.6,0.6
Belief,Optional,R_26o2yZNN6ix0aTL,0.0,0.7,0.7
Belief,Optional,R_270R80fiV1DYYcY,0.7,0.95,0.25
Belief,Optional,R_27PxVn6Ygj14SL2,0.0,0.95,0.95
Belief,Optional,R_27TfDetepAKj3YU,0.0,0.55,0.55
Belief,Optional,R_28B7Ztdg0TtWrzo,0.6,0.6,0.0
Belief,Optional,R_28PckIflcvaJS7f,0.0,0.9,0.9
Belief,Optional,R_28TGJlOAyUuTVDN,0.0,0.55,0.55
Belief,Optional,R_2AWHX8FEHnCqOz9,0.0,0.05,0.05
Belief,Optional,R_2CJ1QVTNfzlF9NA,0.1,0.8,0.7000000000000001
Belief,Optional,R_2CZcD1TtZI1BvMk,0.05,0.65,0.6
Belief,Optional,R_2EbAV2g35pu60Yt,0.0,0.9,0.9
Belief,Optional,R_2OME0CSeyPGylay,0.15,0.75,0.6
Belief,Optional,R_2OPUcwwDq1YxTTT,0.25,0.95,0.7
Belief,Optional,R_2OU3xL2muqOxf2e,0.1,0.85,0.75
Belief,Optional,R_2PBQIU1f5ZbQpQA,0.0,0.95,0.95
Belief,Optional,R_2PBz9EUipEuFVZg,0.15,0.95,0.7999999999999999
Belief,Optional,R_2Pn9idhzEcefndQ,0.15,0.25,0.1
Belief,Optional,R_2QAoW783wxrTjPo,0.8,0.75,-0.050000000000000044
Belief,Optional,R_2QQmo60UEB3j9VI,0.7,0.85,0.15000000000000002
Belief,Optional,R_2Qf8EbA2TJTLAgr,0.9,1.0,0.09999999999999998
Belief,Optional,R_2QnY9gOc7mHPaoU,0.05,0.5,0.45
Belief,Optional,R_2QtRsOVx6l5mUK2,0.15,0.85,0.7
Belief,Optional,R_2R9UwbkjrRUzeNh,0.25,0.85,0.6
Belief,Optional,R_2SeQ6iTEX2PPqK7,1.0,1.0,0.0
Belief,Optional,R_2TFZBp22jpYH5Ch,0.75,0.8,0.050000000000000044
Belief,Optional,R_2TpcNNBhPtuUyGe,0.0,0.55,0.55
Belief,Optional,R_2VDxWNg3F9AUER4,0.55,0.65,0.09999999999999998
Belief,Optional,R_2VKC4QZpqH7ZmUD,0.2,0.7,0.49999999999999994
Belief,Optional,R_2Vkz2o3fESa9Ozf,0.9,0.95,0.04999999999999993
Belief,Optional,R_2VrRn0L6sHYCP0y,0.95,1.0,0.050000000000000044
Belief,Optional,R_2VsHc5QEZaxrvqe,0.35,0.5,0.15000000000000002
Belief,Optional,R_2WMzn11ueTOGpE6,0.05,0.95,0.8999999999999999
Belief,Optional,R_2Xal58EDcO8LnEK,1.0,1.0,0.0
Belief,Optional,R_2YPKbXZTdOA1OHb,0.05,0.65,0.6
Belief,Optional,R_2YQYGi8tgnBrpaK,0.6,0.9,0.30000000000000004
Belief,Optional,R_2ZIFZDiQppM8wEv,0.0,0.35,0.35
Belief,Optional,R_2aQWAqpbQ0D2j5n,0.45,0.65,0.2
Belief,Optional,R_2aUH28QxXHF2H2i,0.05,0.55,0.5
Belief,Optional,R_2aazsEpJCFiugG5,0.0,0.65,0.65
Belief,Optional,R_2awuILLcu3tCwwD,0.05,0.35,0.3
Belief,Optional,R_2bOdzxHQ2UfWTfW,1.0,1.0,0.0
Belief,Optional,R_2bTMaaYRAbf1PzH,0.0,0.1,0.1
Belief,Optional,R_2ceB3SdLH1cW9PS,0.0,0.05,0.05
Belief,Optional,R_2cq2UstkKHdJTo3,0.1,0.9,0.8
Belief,Optional,R_2dgzeTXJQPblSGs,1.0,1.0,0.0
Belief,Optional,R_2fImfNkls9Wn2AU,0.05,0.5,0.45
Belief,Optional,R_2fvSXNW4vJApYxB,0.45,0.95,0.49999999999999994
Belief,Optional,R_2qn6Ye9j0TIyAF6,0.6,0.65,0.050000000000000044
Belief,Optional,R_2tgjP5olEAspXiV,0.15,0.8,0.65
Belief,Optional,R_2txs7UDOYfBdQGP,0.95,1.0,0.050000000000000044
Belief,Optional,R_2uVaaRcIgMZO2eb,0.2,0.7,0.49999999999999994
Belief,Optional,R_2wHOzVDZFTBN8ln,0.0,0.35,0.35
Belief,Optional,R_2wMK6ofDfHzrKjg,0.7,0.65,-0.04999999999999993
Belief,Optional,R_2wauDV8SPCdMGnF,0.0,0.8,0.8
Belief,Optional,R_2wdAxZSyF5eJDSx,0.0,0.85,0.85
Belief,Optional,R_2wt0fSFnsFpohJU,0.05,0.55,0.5
Belief,Optional,R_2ydyyN35AsYgDnA,1.0,1.0,0.0
Belief,Optional,R_2z7ItdYCz7tLcHz,0.05,0.55,0.5
Belief,Optional,R_2zMAgK5qXDW0uqc,0.4,0.65,0.25
Belief,Optional,R_2zO6CwLdeqrIppN,0.0,0.05,0.05
Belief,Optional,R_2zjcGiBKLWsO0c2,0.1,0.7,0.6
Belief,Optional,R_30148g8wZGSHOob,0.05,0.65,0.6
Belief,Optional,R_302lCSN7AXqVVlA,0.0,0.5,0.5
Belief,Optional,R_308mB08FyjHLWeb,0.0,0.6,0.6
Belief,Optional,R_30ja7qhMdeBlfsb,1.0,1.0,0.0
Belief,Optional,R_31nNt2tCCidwhu2,0.05,0.7,0.6499999999999999
Belief,Optional,R_33j2YEAsTXCpLNx,0.6,0.7,0.09999999999999998
Belief,Optional,R_33m1bmBpH98aOSR,0.05,0.6,0.5499999999999999
Belief,Optional,R_33rK04h0Tht1zGE,0.2,0.45,0.25
Belief,Optional,R_33rwOOojl3GZsvc,0.45,0.9,0.45
Belief,Optional,R_3CDDg0WCxHRoPqY,0.0,0.65,0.65
Belief,Optional,R_3DjAiGMycQn0Zww,0.9,0.7,-0.20000000000000007
Belief,Optional,R_3DnJKi8YpMXfL8b,0.25,0.65,0.4
Belief,Optional,R_3EJWGFMuOReZG5u,0.0,0.3,0.3
Belief,Optional,R_3FLPuqkmrevthuj,0.15,0.85,0.7
Belief,Optional,R_3FOMUL62PTeKE05,0.2,0.35,0.14999999999999997
Belief,Optional,R_3Gp2VNwZGE8z6HA,0.5,0.7,0.19999999999999996
Belief,Optional,R_3Gy9RkQtzNa84S7,1.0,1.0,0.0
Belief,Optional,R_3HAdnzfhs8tGBLE,0.0,0.65,0.65
Belief,Optional,R_3HYBa3f0fB3Hl4t,0.3,1.0,0.7
Belief,Optional,R_3Hod5cmaDDWpXji,0.6,0.75,0.15000000000000002
Belief,Optional,R_3KJjkI1Gn48e2CD,0.5,0.6,0.09999999999999998
Belief,Optional,R_3KPLdyugIfwSd9z,0.0,0.65,0.65
Belief,Optional,R_3KW6FYyvjxsDwja,0.0,0.7,0.7
Belief,Optional,R_3LbawVEDWDrCdeN,0.65,0.6,-0.050000000000000044
Belief,Optional,R_3M39NUnjf0E9G07,1.0,1.0,0.0
Belief,Optional,R_3NEx9VRoyUOPrGQ,0.1,0.5,0.4
Belief,Optional,R_3NVyBsuWkomW5El,0.5,0.6,0.09999999999999998
Belief,Optional,R_3OF43TvVXZIAJHz,0.1,0.8,0.7000000000000001
Belief,Optional,R_3PGnOPox5ThZyk1,1.0,1.0,0.0
Belief,Optional,R_3PKRX86nXxa1M0P,0.9,0.95,0.04999999999999993
Belief,Optional,R_3PMlRFlm9T6txHT,0.05,0.3,0.25
Belief,Optional,R_3PpMYQLw2V4OKk3,0.1,0.7,0.6
Belief,Optional,R_3PtUTGcZI9x4BIe,1.0,1.0,0.0
Belief,Optional,R_3ReUOfuWxGVH3nD,0.0,0.65,0.65
Belief,Optional,R_3RlvnZpkyM3wJMH,0.35,0.65,0.30000000000000004
Belief,Optional,R_3RmH7X1ZDBf5g7v,0.8,1.0,0.19999999999999996
Belief,Optional,R_3RqPeKKsYllxZMs,0.1,0.65,0.55
Belief,Optional,R_3dLmamXW6lFKkl3,0.1,0.9,0.8
Belief,Optional,R_3exhNzgEIOUrELE,0.35,0.45,0.10000000000000003
Belief,Optional,R_3gSfrDYWlCGZ0jr,0.9,1.0,0.09999999999999998
Belief,Optional,R_3gZAn6xuQOaRhXT,0.0,0.45,0.45
Belief,Optional,R_3hgvRu58mshdRLf,0.2,0.95,0.75
Belief,Optional,R_3hojZE7ATW86BF6,0.0,0.55,0.55
Belief,Optional,R_3iQjBEvVtz0d5g9,0.0,0.4,0.4
Belief,Optional,R_3iwLKraVzk1WMUh,0.2,0.6,0.39999999999999997
Belief,Optional,R_3jTZD3bXtuV0sit,0.1,0.9,0.8
Belief,Optional,R_3kpn0x75XppwUYn,0.05,0.3,0.25
Belief,Optional,R_3lK3wjH7xoMoVRi,0.1,0.7,0.6
Belief,Optional,R_3lrCfFvxVWVnjUZ,0.0,0.8,0.8
Belief,Optional,R_3lsM01qtUjP1X8Q,0.05,0.55,0.5
Belief,Optional,R_3maqXmDI6ew27UB,1.0,1.0,0.0
Belief,Optional,R_3n6pk4LMywreP32,0.0,0.65,0.65
Belief,Optional,R_3neZFHUbQG7v6Bm,0.2,0.8,0.6000000000000001
Belief,Optional,R_3oFUFohfEWD45mu,0.1,0.55,0.45000000000000007
Belief,Optional,R_3oLzXe8ob8sLunB,0.1,0.65,0.55
Belief,Optional,R_3oyzs9ZliYfzRtT,0.0,0.4,0.4
Belief,Optional,R_3qCmF5sfxxDkWBQ,0.2,0.85,0.6499999999999999
Belief,Optional,R_3qWklMBLY3tMJP4,0.05,0.65,0.6
Belief,Optional,R_3qrPGI5KjGYKsAu,0.15,0.8,0.65
Belief,Optional,R_3rOHcQaEyDFHxos,1.0,0.95,-0.050000000000000044
Belief,Optional,R_3wJUs985FimHRtv,0.0,0.8,0.8
Belief,Optional,R_4N1AnhjSxiPf9zH,0.15,0.5,0.35
Belief,Optional,R_4YKGyWUxVGnXxbX,0.0,0.4,0.4
Belief,Optional,R_5zn8mSZ36yGR0Ix,0.3,0.9,0.6000000000000001
Belief,Optional,R_6Vh5GTZdENjqQgh,0.85,0.8,-0.04999999999999993
Belief,Optional,R_6kTIKBArqRKbYrv,0.05,0.65,0.6
Belief,Optional,R_82lRdbMEjU3iqfn,0.8,0.75,-0.050000000000000044
Belief,Optional,R_85GqUhclHxakbOp,0.8,0.9,0.09999999999999998
Belief,Optional,R_8hUnymzAUeG5S81,0.1,0.55,0.45000000000000007
Belief,Optional,R_8uetBoMj9VtJjBT,0.0,0.55,0.55
Belief,Optional,R_A0XNUNZF77m6bfz,0.9,0.95,0.04999999999999993
Belief,Optional,R_AaFzU709JZZbomR,1.0,1.0,0.0
Belief,Optional,R_AjkfYpR4mKtIZqh,0.3,0.75,0.45
Belief,Optional,R_ApS6qolzPXldkXv,0.0,0.15,0.15
Belief,Optional,R_C8D972m3PH4n1NT,0.95,1.0,0.050000000000000044
Belief,Optional,R_Cabu56vgETr9BCN,0.95,1.0,0.050000000000000044
Belief,Optional,R_CaxruoX96tDfSSZ,0.3,0.8,0.5
Belief,Optional,R_D2zJeAmJZtId8Zz,0.0,0.75,0.75
Belief,Optional,R_D78omEuOtSAOPTP,0.7,0.6,-0.09999999999999998
Belief,Optional,R_DMmIVtlcBGoYUoN,0.05,0.8,0.75
Belief,Optional,R_DVkLIcNa8lPKCEp,0.7,0.8,0.10000000000000009
Belief,Optional,R_DpCzHRbOVBkvpC1,0.05,0.5,0.45
Belief,Optional,R_Dpe5B7UEmaMLKx3,0.05,0.6,0.5499999999999999
Belief,Optional,R_O26YljobhKV5CLv,0.0,0.75,0.75
Belief,Optional,R_O2OSYoXWaXLLoeB,0.35,0.45,0.10000000000000003
Belief,Optional,R_OB9wdsMH7Qz2TMB,0.5,0.35,-0.15000000000000002
Belief,Optional,R_Oj9BtIGek4vYy5P,0.1,0.6,0.5
Belief,Optional,R_OvAIoZYpRR5wpzP,0.05,0.75,0.7
Belief,Optional,R_Q4acPDtbhV3mH73,0.0,0.6,0.6
Belief,Optional,R_Qak6XKkoKfWbNo5,0.0,0.3,0.3
Belief,Optional,R_R4fwpRQ7UvdLOfv,0.75,0.9,0.15000000000000002
Belief,Optional,R_RC7pCOitgfE3uNz,0.95,0.95,0.0
Belief,Optional,R_RVRgkscIfTaznYR,0.95,0.95,0.0
Belief,Optional,R_RsokoAdVzHj8ZIl,0.1,0.4,0.30000000000000004
Belief,Optional,R_SSMJNlw1FcLnDih,0.0,0.55,0.55
Belief,Optional,R_Td8OgZmJD00ikqR,0.0,0.7,0.7
Belief,Optional,R_UAPMazoTfYFs8sF,0.25,0.75,0.5
Belief,Optional,R_UnXcdofr5kuugxj,0.75,0.95,0.19999999999999996
Belief,Optional,R_W2l1m1NYUM9RmWR,0.15,0.65,0.5
Belief,Optional,R_XNYW8tg7WdNnEOd,0.55,0.5,-0.050000000000000044
Belief,Optional,R_Z9nU06xFVcyOged,0.0,0.8,0.8
Belief,Optional,R_ZCSkPEMNNyg3MCB,0.3,0.6,0.3
Belief,Optional,R_ZvHu6CtibQr5heh,0.2,0.85,0.6499999999999999
Belief,Optional,R_a2x8QrxEZEJrkZP,0.0,0.45,0.45
Belief,Optional,R_bDBBWax1rSIjX7X,0.25,0.55,0.30000000000000004
Belief,Optional,R_bacqZswlgd6gIJH,0.0,0.85,0.85
Belief,Optional,R_bxf0is3tI8g324p,1.0,1.0,0.0
Belief,Optional,R_cHdj4ZVINjek6Gt,0.0,0.05,0.05
Belief,Optional,R_do3vjhMjlBbI9wJ,0.1,0.7,0.6
Belief,Optional,R_eet4qhvUduvrwPf,0.0,0.3,0.3
Belief,Optional,R_ekQaVCSKvFRRg41,0.0,0.75,0.75
Belief,Optional,R_erhWVFBJDOjmtTX,0.25,0.95,0.7
Belief,Optional,R_esTB4PFHmHgZy5b,0.25,0.8,0.55
Belief,Optional,R_eu2TUlygF4adk9b,0.1,0.5,0.4
Belief,Optional,R_oXJgjelS6kgX5dv,0.1,0.65,0.55
Belief,Optional,R_pJGhMiU55Zh1VPr,0.85,0.9,0.050000000000000044
Belief,Optional,R_r1qgPk25htXBmLv,0.05,0.85,0.7999999999999999
Belief,Optional,R_riDdrTYjWNsKiFr,0.05,0.6,0.5499999999999999
Belief,Optional,R_sjPBlMNCaKrxmbn,0.95,1.0,0.050000000000000044
Belief,Optional,R_svbEsPanTuhFXhL,0.0,1.0,1.0
Belief,Optional,R_tKuyiySyaLAfgsh,0.3,0.4,0.10000000000000003
Belief,Optional,R_ummlCdj1e5uM1A5,0.0,0.65,0.65
Belief,Optional,R_uq8nzTxO99hWGyZ,0.1,0.85,0.75
Belief,Optional,R_vlxTRSXShHot2sV,0.0,0.55,0.55
Belief,Optional,R_w4qfVpQ9y5sG6DD,0.0,0.25,0.25
Belief,Optional,R_wNQYhTANvz5F7Lr,0.25,0.55,0.30000000000000004
Belief,Optional,R_wQYozR9YDu9CrUB,0.0,0.25,0.25
Belief,Optional,R_xc1Mc9ZOOWcYUPD,0.3,0.7,0.39999999999999997
Belief,Optional,R_z1HKNzOCRnFNeoh,0.55,0.75,0.19999999999999996
Belief,Optional,R_zSkvZcZXQxVRbBn,0.05,0.25,0.2
Share,Control,R_0JJBZ1tsUp4TR17,0.35,0.7,0.35
Share,Control,R_0jOHPddvEUpzC3T,0.15,0.3,0.15
Share,Control,R_11drp9l07eDiqWB,1.0,1.0,0.0
Share,Control,R_12gVBWfermq4m84,0.6,0.65,0.050000000000000044
Share,Control,R_1DVhprDW4bGYDIw,0.25,0.6,0.35
Share,Control,R_1DZP3RPEQdEh2EU,0.45,0.4,-0.04999999999999999
Share,Control,R_1EWmySJtR3jO5gG,1.0,1.0,0.0
Share,Control,R_1Ei0aYGTEqTLGDM,0.0,0.05,0.05
Share,Control,R_1FJViLWmeIegl6o,0.05,0.65,0.6
Share,Control,R_1GD35poM5mPq4t7,0.9,0.85,-0.050000000000000044
Share,Control,R_1GHwGgOWED2byht,0.05,0.05,0.0
Share,Control,R_1GKdJbOFyttCffv,0.05,0.15,0.09999999999999999
Share,Control,R_1Hc6lXCjYdG3FNb,0.05,0.0,-0.05
Share,Control,R_1Hi5SLNaxY58vff,0.0,0.25,0.25
Share,Control,R_1Hk2DN3iReJPSKE,0.0,0.0,0.0
Share,Control,R_1I6JD8Xz1EVFmqE,0.35,0.85,0.5
Share,Control,R_1IEGnWWnxCZwJQI,0.2,0.7,0.49999999999999994
Share,Control,R_1IT8IRuzQ9wmBfw,0.0,0.05,0.05
Share,Control,R_1IbcE4akT3PYsKc,0.0,0.35,0.35
Share,Control,R_1IzbvEZwiTE6JpP,0.85,0.75,-0.09999999999999998
Share,Control,R_1JRwQkLRekzFTDe,0.05,0.45,0.4
